date;user_id;route_id;grade;attempts;success;session_duration_min;is_attempts_null;is_duration_null;is_duration_outlier;attempts_imp;session_duration_imp;day;year;month_num;month_name;week_num;weekday_num;weekday_name
2025-02-15;75;17;5a;2,00;0;94,53;False;False;False;2,00;94,53;2025-02-15;2025;2;Feb;7;6;Saturday
2025-02-22;51;11;6a;3,00;1;98,55;False;False;False;3,00;98,55;2025-02-22;2025;2;Feb;8;6;Saturday
2025-01-06;38;27;6a;3,00;1;67,54;False;False;False;3,00;67,54;2025-01-06;2025;1;Jan;2;1;Monday
2025-02-04;64;12;7a;2,00;1;83,52;False;False;False;2,00;83,52;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-03-01;98;27;6c;2,00;1;70,71;False;False;False;2,00;70,71;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-10;38;19;6c;1,00;1;;False;True;False;1,00;93,00;2025-02-10;2025;2;Feb;7;1;Monday
2025-02-06;50;22;7b;3,00;1;72,59;False;False;False;3,00;72,59;2025-02-06;2025;2;Feb;6;4;Thursday
2025-01-24;98;24;5a;5,00;0;;False;True;False;5,00;90,94;2025-01-24;2025;1;Jan;4;5;Friday
2025-01-29;82;25;5a;;1;101,21;True;False;False;3,00;101,21;2025-01-29;2025;1;Jan;5;3;Wednesday
2025-02-18;30;7;6b;2,00;1;77,69;False;False;False;2,00;77,69;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-02-15;79;20;7a;4,00;1;103,88;False;False;False;4,00;103,88;2025-02-15;2025;2;Feb;7;6;Saturday
2025-02-22;91;6;6c;5,00;0;121,92;False;False;False;5,00;121,92;2025-02-22;2025;2;Feb;8;6;Saturday
2025-01-31;51;21;5c;5,00;0;93,79;False;False;False;5,00;93,79;2025-01-31;2025;1;Jan;5;5;Friday
2025-02-04;63;24;6a;2,00;0;108,03;False;False;False;2,00;108,03;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-03-01;98;1;5a;1,00;0;48,53;False;False;False;1,00;48,53;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-02;52;17;6a;4,00;0;81,42;False;False;False;4,00;81,42;2025-02-02;2025;2;Feb;5;7;Sunday
2025-02-21;38;29;6a;5,00;1;93,70;False;False;False;5,00;93,70;2025-02-21;2025;2;Feb;8;5;Friday
2025-01-21;97;11;6b;2,00;1;68,94;False;False;False;2,00;68,94;2025-01-21;2025;1;Jan;4;2;Tuesday
2025-02-01;88;22;6c;5,00;0;94,15;False;False;False;5,00;94,15;2025-02-01;2025;2;Feb;5;6;Saturday
2025-01-23;79;26;5a;4,00;0;111,20;False;False;False;4,00;111,20;2025-01-23;2025;1;Jan;4;4;Thursday
2025-02-02;30;28;6a;4,00;0;52,41;False;False;False;4,00;52,41;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-03;51;18;5a;3,00;0;66,22;False;False;False;3,00;66,22;2025-01-03;2025;1;Jan;1;5;Friday
2025-01-18;81;21;5c;2,00;0;93,70;False;False;False;2,00;93,70;2025-01-18;2025;1;Jan;3;6;Saturday
2025-01-25;5;17;6b;4,00;0;99,21;False;False;False;4,00;99,21;2025-01-25;2025;1;Jan;4;6;Saturday
2025-02-11;29;7;5c;3,00;1;104,76;False;False;False;3,00;104,76;2025-02-11;2025;2;Feb;7;2;Tuesday
2025-01-31;4;17;5a;3,00;1;92,22;False;False;False;3,00;92,22;2025-01-31;2025;1;Jan;5;5;Friday
2025-02-23;10;20;7b;5,00;0;99,23;False;False;False;5,00;99,23;2025-02-23;2025;2;Feb;8;7;Sunday
2025-02-27;56;9;5a;5,00;1;108,07;False;False;False;5,00;108,07;2025-02-27;2025;2;Feb;9;4;Thursday
2025-01-03;17;17;6c;3,00;1;81,71;False;False;False;3,00;81,71;2025-01-03;2025;1;Jan;1;5;Friday
2025-02-09;74;20;6a;5,00;0;77,83;False;False;False;5,00;77,83;2025-02-09;2025;2;Feb;6;7;Sunday
2025-02-15;17;22;6a;;0;86,63;True;False;False;3,00;86,63;2025-02-15;2025;2;Feb;7;6;Saturday
2025-01-24;84;22;5c;1,00;1;93,99;False;False;False;1,00;93,99;2025-01-24;2025;1;Jan;4;5;Friday
2025-02-19;88;28;6b;4,00;0;76,83;False;False;False;4,00;76,83;2025-02-19;2025;2;Feb;8;3;Wednesday
2025-02-01;69;29;7b;3,00;1;82,12;False;False;False;3,00;82,12;2025-02-01;2025;2;Feb;5;6;Saturday
2025-02-16;34;8;7a;3,00;1;97,95;False;False;False;3,00;97,95;2025-02-16;2025;2;Feb;7;7;Sunday
2025-01-22;6;17;6a;4,00;0;;False;True;False;4,00;90,90;2025-01-22;2025;1;Jan;4;3;Wednesday
2025-01-23;53;7;6c;5,00;0;86,29;False;False;False;5,00;86,29;2025-01-23;2025;1;Jan;4;4;Thursday
2025-01-02;66;1;5c;5,00;1;55,18;False;False;False;5,00;55,18;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-27;77;13;5c;3,00;0;89,93;False;False;False;3,00;89,93;2025-01-27;2025;1;Jan;5;1;Monday
2025-02-11;43;30;7a;2,00;0;70,60;False;False;False;2,00;70,60;2025-02-11;2025;2;Feb;7;2;Tuesday
2025-01-02;75;23;6c;5,00;1;109,66;False;False;False;5,00;109,66;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-26;23;19;6b;4,00;1;83,83;False;False;False;4,00;83,83;2025-01-26;2025;1;Jan;4;7;Sunday
2025-01-17;55;27;6c;5,00;0;70,08;False;False;False;5,00;70,08;2025-01-17;2025;1;Jan;3;5;Friday
2025-02-09;80;24;6b;;1;88,77;True;False;False;2,00;88,77;2025-02-09;2025;2;Feb;6;7;Sunday
2025-02-02;95;19;6c;3,00;0;115,41;False;False;False;3,00;115,41;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-09;75;30;6c;5,00;1;102,62;False;False;False;5,00;102,62;2025-01-09;2025;1;Jan;2;4;Thursday
2025-02-12;16;30;5a;4,00;1;94,40;False;False;False;4,00;94,40;2025-02-12;2025;2;Feb;7;3;Wednesday
2025-02-23;8;29;5c;3,00;1;63,48;False;False;False;3,00;63,48;2025-02-23;2025;2;Feb;8;7;Sunday
2025-02-17;4;17;6c;2,00;1;122,43;False;False;False;2,00;122,43;2025-02-17;2025;2;Feb;8;1;Monday
2025-02-08;4;13;7a;4,00;1;77,57;False;False;False;4,00;77,57;2025-02-08;2025;2;Feb;6;6;Saturday
2025-01-29;56;29;6c;2,00;0;108,68;False;False;False;2,00;108,68;2025-01-29;2025;1;Jan;5;3;Wednesday
2025-02-11;25;30;6a;2,00;1;83,49;False;False;False;2,00;83,49;2025-02-11;2025;2;Feb;7;2;Tuesday
2025-02-24;67;16;5c;1,00;0;106,75;False;False;False;1,00;106,75;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-26;96;8;6a;5,00;0;;False;True;False;5,00;90,90;2025-01-26;2025;1;Jan;4;7;Sunday
2025-02-04;67;19;5c;4,00;0;102,96;False;False;False;4,00;102,96;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-02-19;27;18;6a;2,00;1;105,12;False;False;False;2,00;105,12;2025-02-19;2025;2;Feb;8;3;Wednesday
2025-01-25;93;1;6c;1,00;1;88,03;False;False;False;1,00;88,03;2025-01-25;2025;1;Jan;4;6;Saturday
2025-01-24;32;14;6c;3,00;0;;False;True;False;3,00;93,00;2025-01-24;2025;1;Jan;4;5;Friday
2025-01-13;50;19;5a;4,00;0;92,77;False;False;False;4,00;92,77;2025-01-13;2025;1;Jan;3;1;Monday
2025-03-01;61;15;7a;2,00;1;83,20;False;False;False;2,00;83,20;2025-03-01;2025;3;Mar;9;6;Saturday
